r	的
mepm	髕
rqc	魑
rqcc	魑
rrdf	硩
rrj	蜇
scy	杈
scyy	杈
sfjf	榸
aisr	薄板
cbiu	柔润
dgdu	硬碰
equc	胸痛
fiin	未泯
fjfu	进境
gltr	一团和气
gmtj	不见得
lffh	围起
mqqq	见多
naad	展期
ofol	烤烟
ooxu	燃烧弹
quhi	锐步
quyy	名门望族
raga	拱形
rnun	气闷
rvhv	招眼
udud	豢养
uivn	冰刀
vfaq	那匹
wfrm	八进制
xlgv	费力不讨好
cde	毵
cden	毵
eni	脲
fkln	劼
qto	锹
qtoy	锹
uevh	凈
wiu	氽
dubf	硬着陆
giue	不前
gjtg	更生
hrds	卡拉奇
hxmj	此则
juym	暗讽
khgi	忠贞不渝
nexk	异彩纷呈
ojwb	爆仓
pffs	寒霜
pfxq	守约
qtvc	狂怒
rlcq	白斩鸡
rybw	撤除
wsct	休矣
xqae	弥散
yxih	谐波
qto	狄
aqy	芍
aqyu	芍
tfno	毩
vqkq	娩
bulf	联署
byua	防冻
cqpf	鸡冠
djsf	非标
dmtg	面生
euex	脱脂
fnpg	起居室
ghqc	正色
gwky	王公贵族
hkth	点算
jvgb	明媒正娶
kbtt	嗤笑
mttl	账务
ntld	悔罪
oodg	火石
puov	实数
qftm	针筒
qnst	乌梅
rwsg	扮酷
tibi	稍逊
wigo	佐治亚
wket	保用
ykdc	误码
ymif	高法
ynai	词藻
ypyj	膏剂
aqy	鸢
dedc	髪
gku	豉
gkuc	豉
gqfg	殱
jipf	螳
mtjd	飇
qtx	狴
qtxf	狴
yao	鹧
yaog	鹧
dadd	百慕大
eivv	胆小如鼠
estt	彩笔
gelt	靓图
iarp	满拧
nsyj	尸横遍野
olsw	烟枪
poay	灾荒
qtqd	猝然
rasf	撕票
rbyp	报亭
rqhj	热锅上的蚂蚁
ruto	撞翻
uvux	善始善终
uwux	将信将疑
vfto	那番
vspe	杂家
wfje	会盟
wwqm	贫化铀
xwvs	纷杂
ynlf	废黜
ysnc	魔怪
yygs	文末
gewo	鶄
ilf	泴
pulp	裢
sgq	酗
sgqb	酗
uaqc	艵
uywu	閼
wfk	佶
wfkg	佶
aqgt	莞尔一笑
dmkp	龙凤呈祥
dnxe	厅局级
duay	大辩若讷
ecuv	肥瘦
efdf	胸无大志
evmh	妥帖
gctj	至圣先师
gssi	末梢
iixa	满堂红
ilii	泅水
jejd	日月星辰
jifi	暗淡无光
nedk	心腹大患
nisc	尿桶
qcej	色胆
reog	授业
rgtw	兵符
rqgq	抵死
texq	租约
tiiu	甜滋滋
ttuu	躲躲闪闪
ukqi	交响乐
wmjy	侧影
muj	嶂
qdcy	钹
aqfm	敬献
dhgx	三点一线
dmnp	有则改之
dwif	春潮
fgow	干粉
fhdy	过目成诵
fslx	无可置疑
gbnw	珠联璧合
gfaq	不求甚解
glte	画舫
ihul	小兽
llgg	囫囵吞枣
llqv	回车键
lnjv	思归
mmrr	曲曲折折
njqi	尼日尔
ptwx	客货
purb	补报
qmlv	钢轨
ttmf	竹雕
wkgy	众口一词
ynpa	肩宽
yste	磨盘
amyf	鞏
ftjc	殾
gqyn	殧
rfpu	撎
rtfk	捁
ttdy	秗
vkc	邕
vkcb	邕
agft	东正教
cbfg	骤雨
etff	乳臭未干
fobr	趋炎附势
gmgj	不见天日
hhmt	上账
iahj	满桌
jasm	日薄西山
lkqg	加印
llxx	畏畏缩缩
mchv	凤眼
mqts	风箱
oyye	糖衣
pfma	安魂曲
pgqt	安琪儿
pnlw	官办
qdaw	迎春花
rcyt	反话
smiq	可见光
svwx	要货
swtj	松香
tuqe	得道多助
wgnk	合璧
woat	含糊其辞
wruq	件次
xjwk	绿野仙踪
yeou	衣料
yfmq	诗风
ynaw	永葆
awyn	菍
tfnd	毴
tmdf	軃
ylcy	畆
aasa	工模
ckqu	鸡鸣狗盗
cviv	艰涩
dwkg	悲从中来
eruq	腺瘤
fdru	老有所养
flgj	协理
fpha	过虑
gams	残花败柳
inoa	泥煤
iwpe	小便宜
lllp	田边
mlxx	内罗毕
neeu	慢腾腾
puvf	初建
qbfn	怨声
qjef	金蝉脱壳
qlgf	链球
tfgt	矢志不移
tgrf	秉持
wcyw	公论
wmmw	伤风败俗
yirv	就势
awgj	薈
bcag	陉
fafl	壒
fth	埏
fthp	埏
lwjh	畍
nhkn	韢
rvy	鸷
rvyg	鸷
tmv	凢
xtyb	鄉
avgh	切下
dcju	大难临头
dtaa	帮工
fsbp	翰林院
hoia	柴米油盐酱醋茶
imaf	沿革
jftf	时行
kdgd	顺天
lkft	回教
mhpu	贴补
nnjy	书影
nttp	心向往之
petu	农科
qjmm	龟山
qnxc	饱经
qrub	忽闻
repf	拥塞
rkfj	拐进
rxru	指摘
teug	笑逐颜开
ttpf	乔迁之喜
udod	善类
volg	灵车
wmrm	合同制
yurd	论资排辈
aqpp	遰
luqi	図
tfk	鹄
tfkg	鹄
wgk	龛
wgkx	龛
bygc	阿诗玛
cfqn	对饮
cquw	允准
dfxg	压线
dhdl	夏历
eqhh	胸卡
fhae	走散
fhwt	赴任
fwwy	越俎代庖
gfon	残垣断壁
gvaa	天女散花
hlae	卤菜
igig	清浅
kwkg	哈喇
mapf	贼寇
opoa	熔炼
papd	宽宏
pwbb	窝子
qedw	触礁
qghv	钱眼
tmal	秧苗
trte	笨手笨脚
ustf	遵行
uuvt	童养媳
uyyt	门庭
wawi	代偿
xpnn	红宝书
ygia	语汇
yrtq	诉称
djgr	碭
melv	髏
mhg	帻
mhgm	帻
naq	怄
naqy	怄
qyc	铳
qycq	锍
bbsf	孺子可教
bobo	耿耿
cqsg	鸡丁
dfug	压盖
dghj	古旧
djky	百日咳
dqxu	历久弥新
emgj	肌理
ftad	考期
gnaa	瓦工
kdmk	别有风味
kklk	骂架
lgpb	国字
lpkj	连唱
ngdy	情态
ntpw	必究
nyif	心潮
ogrb	业报
qhpl	外军
qqtf	钓竿
swud	榫头
wqes	低腰
wtsu	人行横道
xxnl	比翼
yqce	义勇
qyc	锍
fudk	墡
iit	娑
iitv	娑
ijgh	湜
jtm	晌
jtmk	晌
mqnr	飏
myjf	峕
pwuo	窯
qft	锗
qftj	锗
vysc	嬷
avsv	切要
ckfj	驶进
dcam	雄黄
dqhu	龙争虎斗
dsie	大材小用
dwpt	万全之策
ewgx	用人不疑
fmsm	鼓风机
ifwg	法例
ixvt	消费群
jnwx	电化
juaw	暗花
kgwy	吓住
lkfw	圆规
lrrk	暂扣
luif	加减法
nylf	心黑
ptog	农牧业
qevc	触怒
ruro	抖擞
tgrt	生手
venk	退避
xclt	经略
ygon	评断
yjtu	课税
yndw	启奏
ysam	麻黄
qft	铐
ddmd	奤
fvfh	垏
udc	羧
udct	羧
dqvk	确如
efdm	脚面
geym	敷设
hhqa	卡钳
kfax	嗑药
mabj	曲阳
oyww	米价
rpff	挖土
rrdw	年年有余
rrgn	誓与
ttum	笔端
ugyg	美语
uxto	背篓
wdra	估摸
yant	计划性
ysbm	订出
deub	鬈
gha	琥
gham	琥
jfqn	蚖
jjje	曟
qtmk	狪
sgt	醺
sgto	醺
thcy	秛
waq	伛
waqy	伛
dfut	压产
djog	百业
endf	胸怀大志
fbxg	地线
gaee	形貌
giry	不擅
hhyw	上座
hpuy	瞎闹
ittm	光秃秃
jhkq	虫鸣
kfap	叶芝
pfjf	寨里
ptyw	客座
qhkk	外患
rtnt	播发
spdt	相视而笑
tdbl	敌阵
tynt	知识性
udes	头彩
gha	璩
pwgn	窀
pwmk	窩
qaw	镬
qawc	镬
qpey	镓
vnud	鼷
akgh	勤政
ctxw	骄纵
cyga	叉开
dgbw	石阶
dgxt	石缝
esjv	彩照
eufp	脱壳
ghog	正业
gxuq	素净
hkfc	占去
iges	添彩
iiqm	水漫金山
klce	中国通
lfut	转产
mfwa	周代
mmiv	山梁
mtyo	峰峦
qerv	解热
rslu	打圈
sdrs	棒打
tavj	筑巢
ttrb	和盘托出
tyxa	繁文缛节
ufru	半拉
uwae	冷菜
warn	借据
ynwl	齐心合力
dfhw	磌
pwg	窒
pwhj	窧
quxx	鎡
sesy	桗
dyis	矿渣
fntt	卖笑
gcgj	至理
hkqs	眼中钉
hssi	盯梢
imqd	油然
kqfa	史载
ldsg	固本
lpoq	加农炮
lwrb	办报
naaf	民革
naya	殿试
rcwn	掺假
sutn	机关算尽
tdtf	辞行
udxt	善终
xjbi	引蛇出洞
pwg	窀
afb	邯
afbh	邯
fnmc	殸
kbm	咄
kbmh	咄
sflm	櫝
tjbi	忁
xgl	缰
xglg	缰
yjfk	髙
agub	药到病除
ahud	牙关
akgg	勤王
awar	花匠
darp	左近
fack	塔台
fiaq	示警
ivsv	津要
kuke	呆头呆脑
lhhh	罩上
mwet	肉用
ptlw	客轮
qwny	锥心
rasm	兵戎相见
rbud	报头
rwca	扮戏
rysc	擅权
wtyu	叙说
xkbm	织出
xlkr	细听
ylft	主办者
ylld	库恩
dii	耒
jad	蜞
kmq	哕
kmqy	哕
mtjw	颫
bmig	出清
dstw	唇枪舌剑
dtep	帮腔
esub	彩塑
fcjg	动量
fysy	无计可施
gtxa	天鹅绒
kxqi	哈维尔
nkud	劈头
plaj	窝边草
pwuw	安全阀
qebk	解职
rkwd	打嘴仗
roos	白炽灯
rryw	控制论
rwus	抢亲
wpkm	侦察员
ysyw	订座
dii	耖
jad	蟒
dii	耥
asw	菘
aswc	菘
dmf	碉
mgkm	凱
qtdy	犾
sgt	酰
sgtq	酰
xcb	纾
xcbh	纾
alny	莲心
awyp	茶亭
dmfk	面露
dqoq	破铜烂铁
fhbb	起子
fntp	专管
fwvt	十拿九稳
gbgu	不耻下问
gium	不端
gluj	画意
gqpg	死定
hqhk	餐点
itng	省悟
mgws	同体
njhi	慢步
nnme	尸骨
pabv	宽限
pwlg	穷国
rirb	抄报
skan	歌艺
ufga	半开
vuwf	嫡传
wada	伊莱克斯
wgov	全数
wsxy	体统
wvmt	分账
wyap	偏劳
dtan	矺
ixrs	濼
iytf	滸
mepy	髉
sgao	醼
deqe	鬓角
dwny	帮倒忙
epaa	受戒
fchi	却步
fskf	霜叶
gjfw	一览无余
glxg	画线
jffh	野趣
jtgg	蜂王
kflf	喷墨
khfy	蹲坑
khlu	跑圈
lequ	胃镜
pnai	寥落
rppv	探案
syhk	核战
tgxr	征缴
tmyn	微词
twdi	待价而沽
ugpv	病案
uyfw	门规
vtvb	娇好
wgwl	公事公办
xlsj	细查
yadm	谋面
ytud	妄自尊大
depq	髧
nkkn	愕
ntf	屐
ntfc	屐
twvn	秎
wwk	鹆
wwkg	鹆
awsg	东倒西歪
dfnd	悲喜剧
dmrv	耐热
eygi	用词不当
gcpv	到案
gwdw	五谷丰登
gxqc	素色
gylw	理论界
ibim	涵洞
jffn	蛙声
kykk	听诊器
lcqn	轻饶
qlpf	外围赛
qtcw	犯难
qtfd	狮城
rlsg	瓜田李下
scwu	权位
tffn	先声
trte	毛手毛脚
uern	前所
uhfh	站直
ujda	单碟
vvty	姊妹篇
wtue	任前
wwus	偷闲
yjtq	度量衡
gkim	賴
ifpu	潱
iyby	灕
jhqy	畃
cqqt	欢儿
dawt	砸伤
dekq	胡吹
fgaw	干花
htyn	睡房
lkif	回潮
ltgc	办得到
npjc	悔之晚矣
nxqt	惯犯
osue	灯前
qvvf	雏妓
rjaw	提花
rtxr	括弧
rvdi	热泵
uxya	剃度
wtmw	任内
yoab	变节
ytpn	州官
alfj	蓒
ghqn	現
gmw	璀
gmwy	璀
ivfj	潚
kriy	咮
mej	髁
mejs	髁
pgim	顮
puuf	袢
sdgt	楲
yorj	挛
afyl	甘为
axqj	莱比锡
esux	腰背
eyug	脑病
ilal	法轮功
jfwy	时令
kkyw	口谕
krdn	听成
lfyq	黑底
lrtf	暂行
oedm	粗布
ppay	安家落户
shin	橡皮泥
thrf	自持
tkuw	悉听尊便
txqa	答疑解惑
uuxe	新闻组
xvtt	绿竹
fvhl	壗
hhll	丨
inkh	浺
mhui	幱
pvtk	宭
pwof	窲
aifu	蒙混过关
amtd	功败垂成
capf	驱寒
ccvy	双刃
dgrv	威势
ffip	封赏
hygg	步调一致
iedm	浮面
lkih	回波
mkxo	帧中继
nagp	惶恐不安
peyk	家训
qdgf	乌龙球
qmti	铜箔
rqug	抱病
tfde	徒有
thad	自若
vqgi	婚否
wawy	借住
whkr	侦听
wuuq	位次
ygqh	主外
yplu	放之四海而皆准
ysii	摩挲
ffqn	坃
pdwu	実
qde	铕
qdeg	铕
qyno	镳
ahxt	牙缝
dwrt	春播
geog	麦乳精
gowa	晋代
icam	汉英
igyo	清谈
jeuy	明辨
plgb	军屯
pyyb	礼义廉耻
rjfg	提干
sglq	酥软
tdsy	稽核
udkg	减号
uxex	凝脂
uyus	六亲
wtyc	作序
xfwk	续保
ydaa	斋戒
yyxu	文弱
dgnn	瓳
dqy	鸪
dqyg	鸪
gqgg	殭
imfk	淍
khy	跻
khyj	跻
sdtf	梼
alsr	菌株
aptm	劳役
bqww	承包人
fuwj	丧偶
fvae	雪菜
inqq	烫金
ivoi	浩如烟海
nasa	展柜
qbhh	迎上
rmfh	抽走
saiu	横溢
uadw	盖世太保
xnpy	幻视
yvyy	良方
aetg	蕤
frh	圻
myfy	賘
qgf	鳕
qgfv	鳕
rlll	攂
vcc	驽
vkl	劭
vkln	劭
vtf	妊
yum	谪
yumd	谪
adow	藕粉
baru	隔靴搔痒
bjww	聪明伶俐
diuq	耗资
ieup	常胜将军
ihqe	小解
iswm	酒仙
itiq	海沟
jbue	最前
kjqk	唱名
mtqd	巍然
qcae	色散
rbrc	报摊
retq	授衔
rvfv	扫雪
smag	机巧
trtd	御敌
vbpl	娘子军
vetd	退敌
vprh	嫁掉
xhoo	引火
yeiy	高朋满座
eudj	螣
kgqm	嚽
pygf	禣
tvrh	犩
ugkh	竵
upju	凕
wdt	俦
wdtf	俦
bayu	陈说
bbgg	孩子王
dgnp	奇珍异宝
dgqd	砰然
diyt	破涕为笑
faqu	老花镜
fjia	进港
fqwx	无华
fykk	坑口
jydw	景泰
mpiu	崇洋
ndth	居处
olul	数罪并罚
owyj	粉剂
pqig	宾夕法尼亚
pyln	神思
pysc	神权
qiwx	销货
qlec	钾肥
rqga	挣开
syud	柱状
uwln	冷轧
wukm	伤病员
wyef	住脚
xugq	绞死
adcu	茇
eajn	臈
purm	褫
ukqq	競
darh	砸掉
egyn	助词
ftcn	罄竹难书
gbgp	严防死守
gsyk	不可言喻
hqme	皮包骨
igei	举不胜举
iijp	水蛇
iuiy	洋流
jnqh	电钻
mmnd	山居
qbnf	怨愤
qwgq	欠债还钱
rrud	白卷
suss	樟木
thga	版型
tsga	条形
ufuw	半真半假
yeth	试用版
desu	髤
dwys	磼
pdf	宕
pyte	祣
qsmc	殺
wept	僾
devk	有如
dgkd	犬吠
gayo	形迹
gifn	不专
hhdf	上唇
hhff	卜卦
imkk	敞口
iywv	济贫
kfis	嗜酒
kgrk	路不拾遗
mbux	邮递
nuth	屏息
nyir	民主派
pysh	福相
qqpy	多礼
rdca	排戏
rfdf	掷地有声
rhqc	掉色
rtny	揪心
tryg	物证
txdm	每页
ujny	竭尽
wwku	耸人听闻
xqkt	绝响
ykyl	识为
ynpr	记牢
abi	荪
abiu	荪
fith	犛
hqc	粲
hqco	粲
pylw	禩
ahry	熙攘
aisp	落枕
dgij	咸湿
fgue	坏疽
idiq	湖光
ipyt	党旗
kbrd	叩拜
ldsd	固顶
lfoy	围炉
mfsu	风云榜
pvyq	案底
qbiq	凶光
qvjn	急电
rtyk	手误
sdux	椅背
sklg	可畏
trqh	物外
uyuy	冷言冷语
wqia	俄狄浦斯
wynu	停飞
yevp	哀婉
yows	谈何
atl	蓖
atlx	蓖
fkg	埕
fkgg	埕
iyn	漉
iynx	漉
jqdb	蛫
kujf	噇
aqyn	警讯
ecug	肥美
gdfq	一石二鸟
gkyt	带话
gxfa	毒霸
hxxa	紫红
ihjg	掌上明珠
imdf	油压
iore	没精打采
jgjr	明珠暗投
jrxx	蛛丝
kgnd	哑剧
pqwv	冤仇
qucr	乌兰巴托
qvsc	争权
rbrw	揶揄
rgic	后汉
rnga	拨弄
sgnf	丁丑
sjgx	查毒
tfgx	告老还乡
tmmt	颓败
ugsg	冷不丁
wqnx	伯尔尼
wtbu	作陪
xytp	统管
ywrk	认捐
akm	莴
akmw	莴
iudy	浂
jat	蛲
jdd	蛎
jddn	蛎
khv	躐
khvn	躐
qoqn	鮑
tey	笈
teyu	笈
ufte	闭
ahap	苜蓿
bpip	辽沈
dalw	左轮
djtn	顾影自怜
dnde	万有
euxg	脱缰
fwqn	朝令夕改
fwxj	规费
haqt	虎狼
igqk	清逸
iwwv	浴盆
jwgw	紧追不舍
khee	足月
kraa	喷气式
lldm	男厕
lyth	罚息
mtug	败血症
opiv	迷津
qhig	鱼目混珠
rddt	拜寿
ritj	搅得
rjdm	抻面
rssy	打桩
smmw	机内
sqbw	攀附
tfqm	告负
tggq	垂死
tqkk	衡器
uxed	剃须
vexw	退给
wiit	借酒浇愁
yfmg	诗赋
ygpn	主官
afm	鞅
afmd	鞅
dhqv	兏
kvkc	嗈
pyln	禤
syve	桹
abwt	节余
aewr	散件
aiqt	落水狗
blaa	阵式
bwgn	取信于民
cksy	台柱
ddfd	大震
hqmh	餐巾
kany	呕心
kkjt	品鉴
lgst	国格
onoy	断粮
pbsv	字根
rheb	牛乳
rylt	斥力
uayq	瓶底
ugsr	盖板
ujtw	童稚
uxxa	凝练
wcqt	低能儿
wjud	伸头
xwjg	纵是
dtth	歷
gnhh	瑋
srr	皙
wvmu	貧
yeyy	诼
yhic	諔
buqy	出头鸟
cfkf	对味
dqtx	确系
dsgj	盛极一时
etgk	用事
hgwp	目不斜视
iero	涂脂抹粉
ippl	学军
lwmm	轮岗
mqhv	网眼
oyog	糖精
pfvo	守灵
pyog	祖业
qjgq	龟裂
skky	歌咏
ssax	禁药
ttpu	长筒袜
uapf	将功补过
ujse	单极
usyg	新主
xdss	绮梦
xplk	缩回
ytfw	刻舟求剑
yvee	良朋
aqg	茚
aqgb	茚
idy	汏
kdj	喱
kdjf	喱
ksdg	喖
pum	衲
pumw	衲
aitt	落笔
bgwa	隔代
dnfr	灰心丧气
fibb	二流子
gatg	武生
iidd	清清爽爽
iuso	洋楼
jgdc	师友
lhde	四有
mqwv	刚健
mwwx	内化
nbrx	屈指
qtkd	狂吠
rjdy	捏碎
rnse	气极
smbt	机降
svaa	根式
tadu	积劳成疾
tfrg	告捷
tfun	先决
tpay	自视甚高
tsqy	笨鸟
uljx	北回归线
uuug	闭门羹
vffv	如丧考妣
vfhc	嬉皮
wxqh	化外
xetf	缓行
ximq	纱网
yfem	庄股
ykgu	裹足不前
ade	葫
adef	葫
jyjg	蠐
laat	輚
stvb	櫛
tfn	氇
tfnj	氇
xyxi	灓
adrr	若有所失
apuk	营部
aqdm	蔚然成风
bdfk	随喜
emip	股掌
fuiq	增光
ieis	浮漂
iply	赏罚
ipqh	党外
jvny	归心
kktq	口称
qhdx	独眼龙
raev	撒腿
rfwx	年老体弱
rhrh	扯掉
rpyg	按语
rqon	掐断
tajh	长虫
tcit	私活
vnaf	刀鞘
vvmm	女婴
xsma	幻想曲
xwmm	纪念册
ynon	妄断
yyss	文林
bhit	陟
dhqn	硯
qahb	鋣
ter	舶
terg	舶
vrh	妡
adgq	苦熬
cnpe	戏剧家
criu	驴打滚
fgwq	朝不保夕
floo	雷火
fnlt	韬略
ghme	正骨
godx	一炮而红
iexx	满腹经纶
juyh	时装店
kgrb	呈报
lfiq	黑光
pnce	官能
qeed	触须
qheb	外服
qknd	名剧
qwyn	镌刻
rhoo	扑火
uawy	并集
uque	冲昏头脑
xqgt	经久不息
pldm	顐
tfne	毶
adgo	惹来
apuf	芝兰
auon	英姿焕发
dmrp	布控
dstp	三极管
fqfr	博尔塔拉
fxwx	无纸化
ggnr	天不怕
gwwt	致命伤
iett	淫笑
imod	油类
ipaq	学苑
itrn	浩气
klcn	喂马
kvfn	啸声
lnqx	斩尽杀绝
mmki	岗哨
ndnd	恢恢
nfut	迅疾
ngew	以理服人
nkyo	避谈
oagq	迷惑不解
qmrn	负气
qtsu	猪栏
rfcf	质对
rsqa	打昏
rvdy	势态
tdqi	奥威尔
tdxk	千古绝唱
tdyg	短评
teai	船东
ttjs	长生果
vfsm	寻机
wgso	登楼
yflg	诸国
aqrr	芴
nwym	懏
oaqj	熸
pocu	叜
syff	堏
uce	衮
uceu	衮
utpi	疺
bcyj	聚齐
ceii	通水
ehqt	受虐狂
erim	遥测
esgl	彩画
fhof	过眼烟云
fwcc	堆叠
gydy	一语成谶
jjau	日薪
lgly	车辙
nyrr	心魄
pusm	裸机
qoyn	镂刻
qqce	多能
rdbl	推三阻四
rvyn	热望
rwkh	拾遗
sanu	横飞
svtl	要务
tego	租来
thfa	自裁
tlkh	血路
ulqv	痴男怨女
vffp	寻索
wdrc	俄克拉荷马
wyfi	贪求
ydqi	康奈尔
yguy	夜不闭户
yktm	衰微
yqnr	言多必失
hwb	龌
hwbf	龌
iggt	濏
qeuf	斛
uug	竝
apyt	蒙族
bjgu	阳平
fqus	远亲
gxyf	毒计
lywf	默认值
ngdg	怀古
ogqy	火烈鸟
pfwy	塞住
puwu	补位
qtey	猴脑
sgbf	西陆
srxg	棉线
tayv	长庚
tqty	移入
trmb	乱扣帽子
twpy	答礼
uluw	闸阀
wnwi	追偿
xtov	张数
ynnt	词性
yusj	详查
akg	觐
akgq	觐
akk	颧
akkm	颧
ata	苌
atay	苌
axx	芘
axxb	芘
ayj	蔼
ayjn	蔼
btwk	雟
jdne	蛖
qbh	钌
qqc	铯
qqcn	铯
tes	舸
tesk	舸
wiy	仦
xej	蠡
xejj	蠡
aaei	勤工助学
atgk	苟延残喘
dfdb	破土而出
dgtv	石笋
fbad	无出其右
fcwx	运货
gxwn	灭绝人性
iqwc	渔翁
iypv	淳安
kfvc	嗔怒
kgiy	中下游
lukh	回头路
ndgi	疏而不漏
nglk	屋架
pnbw	官阶
tlis	血洒
uqrn	盗掘
wgpg	拿定
wtby	舍生取义
xkit	强省
xtxb	张弛
yegk	衣带
akk	萼
ayp	葶
ayps	葶
fvp	埽
fvph	埽
guej	瑐
igb	沌
pudn	袴
trub	犈
akip	勤学
atgj	医理
dtre	克敌制胜
fddq	老态龙钟
gexv	青绿
gywx	玉佛
hhxq	卡纸
iita	消长
iusk	当头棒喝
kefp	吸过
llyf	田庄
ntpv	发案
olwa	烟袋
pufp	补过
qakl	错别
rnys	拟订
rtbr	托孤
sksc	杏树
tofs	秋霜
ukmm	竞岗
velh	奶罩
wqut	低产
wvdb	倾巢而出
xkpl	强军
xqra	弥撒
yndl	遍历
ckuh	辝
gwmq	覼
lmwy	軜
akbb	黄口孺子
appf	营寨
aqan	警世
bqwt	阿尔伯特
dcfy	有勇无谋
eqme	胸骨
fgij	干渴
fipk	云泥之别
fqje	无明
glfk	开国元勋
hcnf	皮层
hctj	颇得
jfyy	时文
lwut	界首
momq	嶙峋
nyjn	心电
ogvp	料事如神
plqi	军乐
pwmb	空邮
rcku	反咬
rwqg	抢鲜
sqre	攀援
styq	桥底
thkq	自吹
uqta	病急乱投医
vgkf	嫩叶
wrwj	保质保量
xase	红杉
xnwy	纠集
xopp	继之
xxce	皆能
ynrc	忘返
stuj	櫤
uaj	竎
acis	七台河
auxe	花拳绣腿
dndf	戊辰
dpgj	达理
euws	胶体
gini	琐屑
gmpo	遭灾
gyex	琼脂
iigr	沆瀣一气
iwir	小偷小摸
jfgw	归去来兮
jjrj	螳螂捕蝉
khkg	中号
ltbw	国奥队
npgp	心神不定
rejf	授时
rjty	揽入
rpqf	探针
sgtf	本行
ueac	前茅
uffh	半坡
uiai	瘠薄
ukyg	总评
vmvj	妯娌
wfjj	祭日
wtyd	余庆
yrku	调兵遣将
anw	蓼
anwe	蓼
aww	觋
awwq	觋
cckg	骀
ijiq	滉
pwdd	窫
ywjh	斺
ampl	英军
awca	苍劲
ccsa	双杠
cqsm	验钞机
gryr	束手就擒
juwt	暗伤
kmyq	吊诡
ksqw	呵欠
llxg	边界线
nnvi	忏悔录
oifn	炒卖
osdk	粗枝大叶
ragl	描画
rigo	捎来
rmrr	摧折
swrp	检控
ttab	竹节
uamg	并同
ufrr	半拍
ugtc	病笃
ujcd	单骑
ukun	冲决
utuv	冰释前嫌
vbna	好懂
wfma	祭典
xdyv	毋庸
ygbq	语聊
yqjf	底里
ythh	庭上
aaar	菚
afff	葑
dedc	髮
pgkl	冨
tdm	岙
tdmj	岙
ths	臬
thsu	臬
ulj	甑
uljn	甑
bmai	出落
ceyc	通译
dhij	大步流星
gaeq	开胸
gjgt	素昧平生
iyoo	淬火
jldy	量力而为
jnxy	日以继夜
jynd	影剧
oaxf	烧结
pyyg	社评
qupb	多音字
rcue	反剪
rifg	挡雨
rucd	牛头马面
ugws	病休
uith	冰片
uyws	立方体
yclf	弃置
ysbu	魔障
jogw	曗
pww	窬
pwwj	窬
rnk	氚
rnkj	氚
amgm	黄鹂
avhk	切点
cftw	对答
dqqg	克鲁
fafc	载运
ffsc	填权
hhqj	上旬
hidy	步态
iyrf	流质
jccn	紧巴巴
jqyc	晚育
kdrn	顺气
kfic	喷涌
kqpj	吃饱穿暖
mglm	同轴
nalk	展架
pnyo	密谈
qcij	色温
qybw	留队
rkqs	扣杀
rumh	摘帽
rvid	热源
spdd	枕套
trxf	特拉维夫
upai	旁落
whii	修水
wkmp	坐吃山空
wuff	坐北朝南
yiyj	哀鸿遍野
ynbc	记取
yppv	毫安
afyo	韀
hfwy	矐
jlff	曎
kha	躇
khaj	躇
pwo	窭
pwov	窭
pywf	祔
dayj	威斯康星
dfim	辱没
fhin	走漏
fnyu	真心诚意
fogk	赤豆
ftln	才思
gipk	天渊之别
ienf	浮屠
iism	汽油机
imtq	滑移
jajh	蚜虫
mmlp	山边
ptsf	客票
qmgr	钢珠
qthh	犯上
ryqg	扩印
sglq	酸软
ttbm	笑出
uijn	交流电
vtvy	娇娘
wqbw	低阶
xpxy	缩编
yvff	磨刀霍霍
tdwj	箺
wpeg	飷
ytf	诰
ytfk	诰
bpkm	陪审员
cqep	欢爱
ejtp	胆管
evii	舀水
fbsc	地权
fiog	求精
fmoy	鼓风炉
ghan	下世
hhtw	上签
ihpw	小窗
jjlk	晶圆
lpnx	国富民强
mgpg	同室
ofoy	烤炉
ojts	焊条
olhk	火力点
ooqq	炊烟袅袅
paum	农工商
pdep	割爱
pvsr	案板
qdwt	危途
qykl	久别
rbov	报数
tjih	香波
tuet	乘胜
vkif	如潮
vniq	刀光
wgnd	全剧
xktc	缉私
ynwf	房舍
cwfy	驸
fsjh	墰
gqkf	殫
gwmf	壐
lqyl	罶
muah	賆
nkk	愕
pwx	窈
pwxl	窈
twgq	箯
alga	苏武
duuq	碰瓷
fghq	朝不虑夕
fhbj	赵紫阳
fjba	坦陈
fsbt	霜降
igqw	清欠
kapj	噤若寒蝉
ktku	吃香喝辣
lgld	畏罪
mqri	风挡
mqrv	风势
ntbf	发际
puqr	裤兜
qhxx	外缘
rydy	摔碎
svjt	概览
ugbp	病院
wfwy	传信
whtw	休止符
wput	华容道
yeme	肩胛骨
ysdh	磨破
yyrx	该批
jdhv	暳
kefy	哷
mckg	貽
ptoq	覾
pyh	祉
pyhg	祉
scbe	櫲
addm	甚而
ampu	黄袍
asqu	莫可名状
bdlf	承转
ckfb	台地
dhug	丰美
dtyo	非我族类
dwfv	春雪
eruk	腺癌
fbdh	地契
fsdl	丧权辱国
gevl	表舅
gudt	一问三不知
hhrk	卡扣
kiib	喷水池
lfsw	黑枪
liiu	圆滚滚
mfbw	风云际会
mwax	内蕴
ruit	搓洗
setu	极简
tefj	透进
vftl	寻衅
vtpl	杂牌军
xkfn	强韧
